country_num,wave_chron,wave_year,agp_score,p10yr_mean,p10yr_median,p10yr_lo95,p10yr_hi95,p10yr_lo80,p10yr_hi80,n_sim
858.0,7.0,2019.0,-0.15187767083495535,0.22151428414275975,0.21959463444499205,0.16051689554194667,0.2951409338590947,0.17846386054158508,0.2672686099775622,2500
32.0,7.0,2019.0,-0.22148610173049432,0.21254538311373977,0.21133438754875816,0.14942567798580433,0.28876149429916553,0.16789765459886694,0.2596032726818132,2500
840.0,7.0,2019.0,-0.28179211045909647,0.20732843973153095,0.2047147726379988,0.1463880170884334,0.2823975491826142,0.16381546945307596,0.253698878995127,2500
191.0,7.0,2019.0,-0.32691869589719585,0.20294808377745058,0.2004347166054289,0.14065858871826992,0.28050478327779194,0.15982705381446238,0.2493430005378292,2500
630.0,7.0,2019.0,-0.3531302182910968,0.1987834823748717,0.195889180524987,0.13578729762293254,0.279015919271491,0.1545370216176049,0.2468434919599508,2500
428.0,7.0,2019.0,-0.3517864998657308,0.1987808694685907,0.19637169782420621,0.13702792457979412,0.27338030892871196,0.15310773300919586,0.2468072457087719,2500
332.0,6.0,2013.0,-0.3627843863169723,0.19771195051175128,0.19512760966004483,0.13645138378539617,0.2729917099449408,0.15509673344496086,0.24404486216313448,2500
894.0,5.0,2007.0,-0.3832876857154509,0.19586260681151088,0.19316443312363168,0.13117130632655757,0.27452151257149754,0.15225779617683138,0.24440568460035586,2500
50.0,7.0,2019.0,-0.42331175934943094,0.19291790180466878,0.1898991414064421,0.1280762172299136,0.273692617946646,0.14689102501613216,0.24179642053734113,2500
231.0,7.0,2019.0,-0.43181649691126406,0.19026782438631804,0.18667128639747166,0.12839409407478422,0.2675010465969311,0.1461931857867385,0.23777293371390412,2500
716.0,7.0,2019.0,-0.4584563625839442,0.18787120583242736,0.18443629779518406,0.12312879370226852,0.270804856687846,0.14289821901052793,0.23629170153730472,2500
203.0,7.0,2019.0,-0.4571851191681102,0.1873859551502611,0.18441977088165068,0.1257100700656775,0.26346583817921215,0.1429898957502375,0.23480604854277018,2500
887.0,6.0,2013.0,-0.48987625682973984,0.18590726264671734,0.18270109152710073,0.12142035499863095,0.26572879730117943,0.1403063661108641,0.2359460329337816,2500
703.0,7.0,2019.0,-0.5267333711679034,0.1827116617485667,0.17918595606643856,0.12012382583174515,0.2633622099946659,0.13696391382057632,0.23401496575790065,2500
702.0,7.0,2019.0,-0.5192249939991749,0.18222891397170296,0.17906539828892676,0.12008039558751231,0.26048415206572895,0.13772615762064616,0.2311240118066335,2500
616.0,7.0,2019.0,-0.6084323170040762,0.17389716639478356,0.17242538933911183,0.10939089363129245,0.25146943015165907,0.12695739589879718,0.22244311171891126,2500
705.0,7.0,2019.0,-0.8114839042784114,0.15570201950601414,0.15158654012550155,0.09400525747332478,0.23690480647972087,0.11026570530711187,0.20551571062527127,2500
12.0,6.0,2013.0,-0.8569041931143402,0.15101636684167544,0.1480210608233256,0.08811818573215684,0.23698255987345587,0.1057036502488353,0.20012208881442015,2500
36.0,7.0,2019.0,-0.8643006173187016,0.15075519165125925,0.14683686749248337,0.08895316150399095,0.23520846121477904,0.10561625518475612,0.20153971139423402,2500
250.0,7.0,2019.0,-0.9146530149541735,0.14835695463336673,0.14361177390258661,0.08455436077723959,0.23782814871397814,0.10247861740410996,0.20056487369543158,2500
